Centro,Ano,Cód. Curso,Nome do Curso,Ingressantes 'x' anos atrás,Formados,Matriculados,TSG - Taxa de Titulação,TSG Média Cursos do Centro,TSG Média Cursos da UFSM,Ano de Ingresso
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,501,Administração - Diurno,55,30,209,54.54,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,501,Administração - Diurno,53,41,218,77.35,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,501,Administração - Diurno,52,32,229,61.53,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,501,Administração - Diurno,52,42,235,80.76,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,501,Administração - Diurno,55,53,245,96.36,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,501,Administração - Diurno,56,42,250,75.00,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,501,Administração - Diurno,50,40,252,80.00,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,501,Administração - Diurno,55,12,247,21.81,12.51,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,515,Administração - Noturno,64,31,326,48.43,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,515,Administração - Noturno,59,27,311,45.76,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,515,Administração - Noturno,66,34,306,51.51,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,515,Administração - Noturno,59,28,325,47.45,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,515,Administração - Noturno,56,26,304,46.42,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,515,Administração - Noturno,55,30,294,54.54,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,515,Administração - Noturno,57,37,300,64.91,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,515,Administração - Noturno,72,26,305,36.11,12.51,23.12,2012
CENTRO DE CIÊNCIAS RURAIS - CCR,2009,401,Agronomia,124,99,753,79.83,77.36,51.69,2005
CENTRO DE CIÊNCIAS RURAIS - CCR,2010,401,Agronomia,137,125,716,91.24,79.64,56.18,2006
CENTRO DE CIÊNCIAS RURAIS - CCR,2011,401,Agronomia,141,132,701,93.61,65.17,49.65,2007
CENTRO DE CIÊNCIAS RURAIS - CCR,2012,401,Agronomia,158,101,706,63.92,61.57,46.73,2008
CENTRO DE CIÊNCIAS RURAIS - CCR,2013,401,Agronomia,127,100,719,78.74,78.55,62.08,2009
CENTRO DE CIÊNCIAS RURAIS - CCR,2014,401,Agronomia,126,99,715,78.57,61.34,42.85,2010
CENTRO DE CIÊNCIAS RURAIS - CCR,2015,401,Agronomia,128,39,682,30.46,21.23,23.12,2011
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2010,2001,Agronomia/CESNORS/FW,64,0,60,0.00,54.02,56.18,2006
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2011,2001,Agronomia/CESNORS/FW,64,49,119,76.56,74.03,49.65,2007
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2012,2001,Agronomia/CESNORS/FW,71,55,176,77.46,48.59,46.73,2008
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2013,2001,Agronomia/CESNORS/FW,87,60,240,68.96,37.34,62.08,2009
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2014,2001,Agronomia/CESNORS/FW,66,42,288,63.63,35.89,42.85,2010
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2015,2001,Agronomia/CESNORS/FW,65,9,333,13.84,21.15,23.12,2011
CENTRO DE TECNOLOGIA - CT,2008,308,Arquitetura e Urbanismo,23,26,141,113.04,79.85,43.15,2005
CENTRO DE TECNOLOGIA - CT,2009,308,Arquitetura e Urbanismo,25,21,143,84.00,66.63,51.69,2006
CENTRO DE TECNOLOGIA - CT,2010,308,Arquitetura e Urbanismo,27,16,143,59.25,60.03,56.18,2007
CENTRO DE TECNOLOGIA - CT,2011,308,Arquitetura e Urbanismo,31,22,149,70.96,70.07,49.65,2008
CENTRO DE TECNOLOGIA - CT,2012,308,Arquitetura e Urbanismo,23,13,141,56.52,55.77,46.73,2009
CENTRO DE TECNOLOGIA - CT,2013,308,Arquitetura e Urbanismo,28,12,136,42.85,27.29,62.08,2010
CENTRO DE TECNOLOGIA - CT,2014,308,Arquitetura e Urbanismo,28,19,143,67.85,36.01,42.85,2011
CENTRO DE TECNOLOGIA - CT,2015,308,Arquitetura e Urbanismo,27,7,140,25.92,19.23,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,509,Arquivologia,31,18,123,58.06,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,509,Arquivologia,31,27,119,87.09,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,509,Arquivologia,35,16,126,45.71,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,509,Arquivologia,33,19,131,57.57,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,509,Arquivologia,36,16,128,44.44,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,509,Arquivologia,29,23,119,79.31,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,509,Arquivologia,36,16,125,44.44,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,509,Arquivologia,34,6,129,17.64,12.51,23.12,2012
CENTRO DE ARTES E LETRAS - CAL,2008,724,Artes Cênicas - Bacharelado,20,0,63,0.00,27.90,43.15,2005
CENTRO DE ARTES E LETRAS - CAL,2009,724,Artes Cênicas - Bacharelado,20,0,54,0.00,42.42,51.69,2006
CENTRO DE ARTES E LETRAS - CAL,2010,724,Artes Cênicas - Bacharelado,22,0,49,0.00,41.47,56.18,2007
CENTRO DE ARTES E LETRAS - CAL,2011,724,Artes Cênicas - Bacharelado,25,0,52,0.00,37.69,49.65,2008
CENTRO DE ARTES E LETRAS - CAL,2012,724,Artes Cênicas - Bacharelado,23,0,58,0.00,53.10,46.73,2009
CENTRO DE ARTES E LETRAS - CAL,2013,724,Artes Cênicas - Bacharelado,21,0,56,0.00,41.82,62.08,2010
CENTRO DE ARTES E LETRAS - CAL,2014,724,Artes Cênicas - Bacharelado,25,0,55,0.00,32.31,42.85,2011
CENTRO DE ARTES E LETRAS - CAL,2015,724,Artes Cênicas - Bacharelado,33,0,69,0.00,12.44,23.12,2012
CENTRO DE ARTES E LETRAS - CAL,2008,725,Artes Cênicas - Direção Teatral,10,3,23,30.00,27.90,43.15,2005
CENTRO DE ARTES E LETRAS - CAL,2009,725,Artes Cênicas - Direção Teatral,6,2,14,33.33,42.42,51.69,2006
CENTRO DE ARTES E LETRAS - CAL,2010,725,Artes Cênicas - Direção Teatral,5,1,13,20.00,41.47,56.18,2007
CENTRO DE ARTES E LETRAS - CAL,2011,725,Artes Cênicas - Direção Teatral,3,1,11,33.33,37.69,49.65,2008
CENTRO DE ARTES E LETRAS - CAL,2012,725,Artes Cênicas - Direção Teatral,4,5,9,125.00,53.10,46.73,2009
CENTRO DE ARTES E LETRAS - CAL,2013,725,Artes Cênicas - Direção Teatral,2,1,7,50.00,41.82,62.08,2010
CENTRO DE ARTES E LETRAS - CAL,2014,725,Artes Cênicas - Direção Teatral,10,1,15,10.00,32.31,42.85,2011
CENTRO DE ARTES E LETRAS - CAL,2015,725,Artes Cênicas - Direção Teatral,10,0,21,0.00,12.44,23.12,2012
CENTRO DE ARTES E LETRAS - CAL,2008,726,Artes Cênicas - Interpretação Teatral,24,7,50,29.16,27.90,43.15,2005
CENTRO DE ARTES E LETRAS - CAL,2009,726,Artes Cênicas - Interpretação Teatral,12,9,35,75.00,42.42,51.69,2006
CENTRO DE ARTES E LETRAS - CAL,2010,726,Artes Cênicas - Interpretação Teatral,17,7,37,41.17,41.47,56.18,2007
CENTRO DE ARTES E LETRAS - CAL,2011,726,Artes Cênicas - Interpretação Teatral,8,3,26,37.50,37.69,49.65,2008
CENTRO DE ARTES E LETRAS - CAL,2012,726,Artes Cênicas - Interpretação Teatral,8,11,24,137.50,53.10,46.73,2009
CENTRO DE ARTES E LETRAS - CAL,2013,726,Artes Cênicas - Interpretação Teatral,2,4,18,200.00,41.82,62.08,2010
CENTRO DE ARTES E LETRAS - CAL,2014,726,Artes Cênicas - Interpretação Teatral,15,7,25,46.66,32.31,42.85,2011
CENTRO DE ARTES E LETRAS - CAL,2015,726,Artes Cênicas - Interpretação Teatral,21,2,44,9.52,12.44,23.12,2012
CENTRO DE ARTES E LETRAS - CAL,2010,727,Artes Visuais - Bacharelado em  Desenho e Plástica,37,20,117,54.05,41.47,56.18,2007
CENTRO DE ARTES E LETRAS - CAL,2008,727,Artes Visuais - Bacharelado em  Desenho e Plástica,33,14,56,42.42,27.90,43.15,2005
CENTRO DE ARTES E LETRAS - CAL,2009,727,Artes Visuais - Bacharelado em  Desenho e Plástica,42,17,92,40.47,42.42,51.69,2006
CENTRO DE ARTES E LETRAS - CAL,2011,727,Artes Visuais - Bacharelado em  Desenho e Plástica,53,13,145,24.52,37.69,49.65,2008
CENTRO DE ARTES E LETRAS - CAL,2012,727,Artes Visuais - Bacharelado em  Desenho e Plástica,34,17,143,50.00,53.10,46.73,2009
CENTRO DE ARTES E LETRAS - CAL,2013,727,Artes Visuais - Bacharelado em  Desenho e Plástica,37,14,147,37.83,41.82,62.08,2010
CENTRO DE ARTES E LETRAS - CAL,2014,727,Artes Visuais - Bacharelado em  Desenho e Plástica,48,24,146,50.00,32.31,42.85,2011
CENTRO DE ARTES E LETRAS - CAL,2015,727,Artes Visuais - Bacharelado em  Desenho e Plástica,43,7,156,16.27,12.44,23.12,2012
CENTRO DE ARTES E LETRAS - CAL,2008,728,Artes Visuais - Lic. Plena em Desenho e Plástica,18,4,32,22.22,27.90,43.15,2005
CENTRO DE ARTES E LETRAS - CAL,2009,728,Artes Visuais - Lic. Plena em Desenho e Plástica,18,10,48,55.55,42.42,51.69,2006
CENTRO DE ARTES E LETRAS - CAL,2010,728,Artes Visuais - Lic. Plena em Desenho e Plástica,22,8,64,36.36,41.47,56.18,2007
CENTRO DE ARTES E LETRAS - CAL,2011,728,Artes Visuais - Lic. Plena em Desenho e Plástica,23,10,80,43.47,37.69,49.65,2008
CENTRO DE ARTES E LETRAS - CAL,2012,728,Artes Visuais - Lic. Plena em Desenho e Plástica,21,15,85,71.42,53.10,46.73,2009
CENTRO DE ARTES E LETRAS - CAL,2013,728,Artes Visuais - Lic. Plena em Desenho e Plástica,27,8,88,29.62,41.82,62.08,2010
CENTRO DE ARTES E LETRAS - CAL,2014,728,Artes Visuais - Lic. Plena em Desenho e Plástica,22,9,85,40.90,32.31,42.85,2011
CENTRO DE ARTES E LETRAS - CAL,2015,728,Artes Visuais - Lic. Plena em Desenho e Plástica,26,1,86,3.84,12.44,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,138,Bacharelado em Filosofia - Noturno,43,0,40,0.00,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,138,Bacharelado em Filosofia - Noturno,38,5,65,13.15,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,138,Bacharelado em Filosofia - Noturno,43,6,89,13.95,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,138,Bacharelado em Filosofia - Noturno,46,4,102,8.69,12.51,23.12,2012
CENTRO DE ARTES E LETRAS - CAL,2012,757,Bacharelado em Letras-Português/Literaturas,40,0,40,0.00,53.10,46.73,2009
CENTRO DE ARTES E LETRAS - CAL,2013,757,Bacharelado em Letras-Português/Literaturas,35,5,61,14.28,41.82,62.08,2010
CENTRO DE ARTES E LETRAS - CAL,2014,757,Bacharelado em Letras-Português/Literaturas,42,3,77,7.14,32.31,42.85,2011
CENTRO DE ARTES E LETRAS - CAL,2015,757,Bacharelado em Letras-Português/Literaturas,43,2,88,4.65,12.44,23.12,2012
CENTRO DE TECNOLOGIA - CT,2012,314,Bacharelado em Sistemas de Informação,40,0,40,0.00,55.77,46.73,2009
CENTRO DE TECNOLOGIA - CT,2013,314,Bacharelado em Sistemas de Informação,42,9,79,21.42,27.29,62.08,2010
CENTRO DE TECNOLOGIA - CT,2014,314,Bacharelado em Sistemas de Informação,42,16,115,38.09,36.01,42.85,2011
CENTRO DE TECNOLOGIA - CT,2015,314,Bacharelado em Sistemas de Informação,48,5,142,10.41,19.23,23.12,2012
CENTRO DE TECNOLOGIA - CT,2008,307,Ciência da Computação - Bacharelado,30,14,153,46.66,79.85,43.15,2005
CENTRO DE TECNOLOGIA - CT,2009,307,Ciência da Computação - Bacharelado,32,16,149,50.00,66.63,51.69,2006
CENTRO DE TECNOLOGIA - CT,2010,307,Ciência da Computação - Bacharelado,36,20,147,55.55,60.03,56.18,2007
CENTRO DE TECNOLOGIA - CT,2011,307,Ciência da Computação - Bacharelado,33,19,142,57.57,70.07,49.65,2008
CENTRO DE TECNOLOGIA - CT,2012,307,Ciência da Computação - Bacharelado,38,17,158,44.73,55.77,46.73,2009
CENTRO DE TECNOLOGIA - CT,2013,307,Ciência da Computação - Bacharelado,42,15,171,35.71,27.29,62.08,2010
CENTRO DE TECNOLOGIA - CT,2014,307,Ciência da Computação - Bacharelado,39,17,172,43.58,36.01,42.85,2011
CENTRO DE TECNOLOGIA - CT,2015,307,Ciência da Computação - Bacharelado,48,4,178,8.33,19.23,23.12,2012
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2008,127,Ciências Biológicas - Bacharelado,25,20,77,80.00,39.48,43.15,2005
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2009,127,Ciências Biológicas - Bacharelado,21,18,65,85.71,34.40,51.69,2006
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2010,127,Ciências Biológicas - Bacharelado,21,20,66,95.23,51.28,56.18,2007
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2011,127,Ciências Biológicas - Bacharelado,28,31,71,110.71,39.96,49.65,2008
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2012,127,Ciências Biológicas - Bacharelado,27,22,101,81.48,31.87,46.73,2009
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2013,127,Ciências Biológicas - Bacharelado,2,26,103,1 300.00,108.33,62.08,2010
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2014,127,Ciências Biológicas - Bacharelado,79,29,118,36.70,28.98,42.85,2011
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2015,127,Ciências Biológicas - Bacharelado,28,0,114,0.00,8.90,23.12,2012
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2009,111,Ciências Biológicas - Licenciatura Plena,34,19,77,55.88,34.40,51.69,2006
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2010,111,Ciências Biológicas - Licenciatura Plena,28,11,68,39.28,51.28,56.18,2007
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2011,111,Ciências Biológicas - Licenciatura Plena,26,7,66,26.92,39.96,49.65,2008
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2012,111,Ciências Biológicas - Licenciatura Plena,24,9,68,37.50,31.87,46.73,2009
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2013,111,Ciências Biológicas - Licenciatura Plena,15,10,53,66.66,108.33,62.08,2010
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2014,111,Ciências Biológicas - Licenciatura Plena,37,10,60,27.02,28.98,42.85,2011
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2015,111,Ciências Biológicas - Licenciatura Plena,34,1,65,2.94,8.90,23.12,2012
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2008,128,Ciências Biológicas - Núcleo Comum,44,0,82,0.00,39.48,43.15,2005
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2009,128,Ciências Biológicas - Núcleo Comum,47,0,96,0.00,34.40,51.69,2006
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2010,128,Ciências Biológicas - Núcleo Comum,47,0,49,0.00,51.28,56.18,2007
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2011,128,Ciências Biológicas - Núcleo Comum,44,0,85,0.00,39.96,49.65,2008
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2012,128,Ciências Biológicas - Núcleo Comum,46,0,90,0.00,31.87,46.73,2009
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2013,128,Ciências Biológicas - Núcleo Comum,43,0,45,0.00,108.33,62.08,2010
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2014,128,Ciências Biológicas - Núcleo Comum,46,0,84,0.00,28.98,42.85,2011
CENTRO DE CIÊNCIAS NATURAIS E EXATAS - CCNE,2015,128,Ciências Biológicas - Núcleo Comum,47,0,83,0.00,8.90,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,502,Ciências Contábeis,43,36,361,83.72,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,502,Ciências Contábeis,44,39,308,88.63,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,502,Ciências Contábeis,52,28,272,53.84,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,502,Ciências Contábeis,43,35,230,81.39,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,502,Ciências Contábeis,53,23,228,43.39,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,502,Ciências Contábeis,51,26,216,50.98,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,502,Ciências Contábeis,49,25,223,51.02,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,502,Ciências Contábeis,44,3,209,6.81,12.51,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,524,Ciências Contábeis - Diurno,40,22,80,55.00,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,524,Ciências Contábeis - Diurno,43,21,120,48.83,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,524,Ciências Contábeis - Diurno,62,36,161,58.06,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,524,Ciências Contábeis - Diurno,51,9,201,17.64,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,524,Ciências Contábeis - Diurno,48,17,209,35.41,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,524,Ciências Contábeis - Diurno,46,22,209,47.82,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,524,Ciências Contábeis - Diurno,44,25,195,56.81,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,524,Ciências Contábeis - Diurno,45,30,210,66.66,12.51,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,521,Ciências Econômicas - Diurno,54,16,176,29.62,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,521,Ciências Econômicas - Diurno,62,21,182,33.87,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,521,Ciências Econômicas - Diurno,42,19,187,45.23,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,521,Ciências Econômicas - Diurno,44,26,179,59.09,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,521,Ciências Econômicas - Diurno,45,16,191,35.55,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,521,Ciências Econômicas - Diurno,43,19,187,44.18,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,521,Ciências Econômicas - Diurno,44,20,175,45.45,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,521,Ciências Econômicas - Diurno,47,9,167,19.14,12.51,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,504,Ciências Econômicas - Noturno,73,15,275,20.54,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,504,Ciências Econômicas - Noturno,56,35,271,62.50,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,504,Ciências Econômicas - Noturno,45,8,266,17.77,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,504,Ciências Econômicas - Noturno,49,20,238,40.81,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,504,Ciências Econômicas - Noturno,52,24,243,46.15,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,504,Ciências Econômicas - Noturno,50,15,203,30.00,48.39,62.08,2010
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2014,504,Ciências Econômicas - Noturno,47,12,216,25.53,54.43,42.85,2011
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2015,504,Ciências Econômicas - Noturno,46,8,210,17.39,12.51,23.12,2012
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2013,2013,Ciências Econômicas/CESNORS/PM,53,0,51,0.00,37.34,62.08,2010
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2014,2013,Ciências Econômicas/CESNORS/PM,52,0,97,0.00,35.89,42.85,2011
CENTRO DE EDUCAÇÃO SUPERIOR NORTE-RS/UFSM -CESNORS,2015,2013,Ciências Econômicas/CESNORS/PM,60,9,136,15.00,21.15,23.12,2012
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2008,522,Ciências Sociais  - Bacharelado,46,19,183,41.30,51.17,43.15,2005
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2009,522,Ciências Sociais  - Bacharelado,61,11,187,18.03,63.77,51.69,2006
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2010,522,Ciências Sociais  - Bacharelado,53,23,194,43.39,59.10,56.18,2007
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2011,522,Ciências Sociais  - Bacharelado,62,21,207,33.87,58.36,49.65,2008
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2012,522,Ciências Sociais  - Bacharelado,43,19,203,44.18,51.44,46.73,2009
CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS - CCSH,2013,522,Ciências Sociais  - Bacharelado,42,20,199,47.61,48.39,62.08,2010
