campus,area,codigo_curso,uf,municipio
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIA DA COMPUTAÇÃO,4004,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIA DA COMPUTAÇÃO,4004,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIA DA COMPUTAÇÃO,4004,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,SC,Campos Novos
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Silveira Martins
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Alvorada
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Encruzilhada do Sul
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Agudo
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Sapucaia do Sul
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Mata
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Nova Palma
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS CONTÁBEIS,22,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Três Passos
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Estância Velha
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Gravataí
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,PR,Curitiba
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS ECONÔMICAS,13,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Sant'Ana do Livramento
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,MG,Três Corações
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Palmeira das Missões
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Formigueiro
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Passo Fundo
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Guaporé
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,PR,Capitão Leônidas Marques
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,SP,São José dos Campos
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Santa Rosa
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Novo Hamburgo
CAMPUS  - SANTA MARIA - CAMOBI,CIÊNCIAS SOCIAIS,5402,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,MT,Alta Floresta
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,SP,Santo André
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,SP,São Vicente
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,PR,Umuarama
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,RS,São Gabriel
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,RS,Charqueadas
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL,8,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Osório
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,MT,Cuiabá
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Aratiba
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Cândido Godói
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Cândido Godói
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Santa Rosa
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Agudo
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,PR,Toledo
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,SP,São José do Rio Preto
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,SP,Suzano
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,PR,Francisco Beltrão
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - JORNALISMO,803,RS,Bento Gonçalves
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,SP,Indaiatuba
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,804,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Faxinal do Soturno
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Teutônia
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Tuparendi
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Cacequi
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,São Pedro do Sul
CAMPUS  - SANTA MARIA - CAMOBI,COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DANÇA,0,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,DANÇA,0,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,DANÇA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,SP,Jaú
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,São Francisco de Assis
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,São Luiz Gonzaga
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Rosa
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DESENHO INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Alecrim
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,São Pedro do Sul
CAMPUS  - SANTA MARIA - CAMOBI,DIREITO,2,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Quevedos
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Agudo
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,SP,Santo André
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Palmeira das Missões
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Júlio de Castilhos
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO ESPECIAL,0,RS,Quevedos
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Lajeado
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,SC,Gaspar
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,São Luiz Gonzaga
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Sobradinho
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Lavras do Sul
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,EDUCAÇÃO FÍSICA,0,RS,Encruzilhada do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Dom Pedrito
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENFERMAGEM,23,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA AEROESPACIAL,0,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA AEROESPACIAL,0,MT,Sinop
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA AEROESPACIAL,0,RS,São Leopoldo
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,São Luiz Gonzaga
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,GO,Rio Verde
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Tiradentes do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Doutor Maurício Cardoso
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA CIVIL,5710,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Augusto Pestana
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Pirapó
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Boa Vista do Buricá
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RO,Porto Velho
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,SP,Mogi das Cruzes
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,São José do Hortêncio
