campus,area,codigo_curso,uf,municipio
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santo Ângelo
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,São Vicente do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,MG,Uberlândia
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Cerro Largo
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santo Ângelo
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA DE TELECOMUNICAÇÕES,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Vera Cruz
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,PR,Curitiba
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Santo Augusto
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Guaporé
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,MT,Sinop
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,SC,Itapiranga
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA ELÉTRICA,5806,RS,Sobradinho
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,SP,Mairinque
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,SP,São Sebastião
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Sant'Ana do Livramento
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,SP,Mogi das Cruzes
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RJ,Piraí
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA FLORESTAL,6405,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,MS,Campo Grande
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Carlos Barbosa
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Barão
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA MECÂNICA,5902,RS,Santo Augusto
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,PA,Santa Izabel do Pará
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,ES,Vila Velha
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,RS,Tuparendi
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,PR,Foz do Iguaçu
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,RJ,Rio de Janeiro
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,RS,Esteio
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,ES,Vila Velha
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,MG,Ipatinga
CAMPUS  - SANTA MARIA - CAMOBI,ENGENHARIA QUÍMICA,6008,RS,Roca Sales
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,MG,Sabará
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,São João do Polêsine
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FABRICAÇÃO MECÂNICA,5902,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Rosa
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Lajeado
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Jaguari
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,SP,Guarulhos
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Jaguari
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Roque Gonzales
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,SP,São José dos Campos
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FARMÁCIA,19,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,SP,Cabreúva
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Imbé
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Nova Petrópolis
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3202,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Gramado
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Taquara
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Bento Gonçalves
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RJ,Rio de Janeiro
CAMPUS  - SANTA MARIA - CAMOBI,FILOSOFIA,3201,RS,Passo Fundo
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,SP,Poá
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,RS,Ametista do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,RS,Nova Palma
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1401,RS,Guarani das Missões
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,SC,Sombrio
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Nova Ramada
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Sapucaia do Sul
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FÍSICA,1402,RS,Constantina
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Giruá
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,São Gabriel
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Augusto Pestana
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Faxinal do Soturno
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FISIOTERAPIA,36,RJ,Rio de Janeiro
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Crissiumal
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Bagé
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Horizontina
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,MG,Três Corações
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Nova Palma
CAMPUS  - SANTA MARIA - CAMOBI,FONOAUDIOLOGIA,27,RS,Santiago
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,RS,Canela
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,RS,Palmares do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,AM,Manaus
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,RS,Torres
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3002,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Sant'Ana do Livramento
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,SP,Campinas
CAMPUS  - SANTA MARIA - CAMOBI,GEOGRAFIA,3001,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Maçambará
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Formigueiro
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Alegria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Gravataí
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,GEOPROCESSAMENTO,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Farroupilha
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Bento Gonçalves
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Pinhal Grande
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Itaara
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Encruzilhada do Sul
CAMPUS  - SANTA MARIA - CAMOBI,HISTÓRIA,2402,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Soledade
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Carazinho
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Canoas
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Três Passos
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,BA,Muritiba
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,SP,Sorocaba
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Jaguarão
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - INGLÊS,904,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,SP,Ribeirão Preto
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
