campus,area,codigo_curso,uf,municipio
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Vale do Sol
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - LÍNGUA PORTUGUESA,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,SP,Capivari
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Fortaleza dos Valos
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santo Cristo
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,LETRAS - PORTUGUÊS,903,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,701,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,701,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,701,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,702,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,702,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,702,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,702,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,702,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MATEMÁTICA,702,RS,Lagoão
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,PR,Cascavel
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Esteio
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Ronda Alta
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,Sorocaba
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,GO,Goiânia
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,PR,Cascavel
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,Piraju
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,Santo André
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,ES,Vitória
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,MG,Sete Lagoas
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,MG,Ipatinga
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,DF,Brasília
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,MG,Betim
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santo Cristo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santa Rosa
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,PR,Paranavaí
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SC,São Joaquim
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,PR,Curitiba
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,SP,São Miguel Arcanjo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santo Ângelo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,MG,Congonhal
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA,12,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,MT,Cuiabá
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,SC,Lages
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RJ,Volta Redonda
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Palmeira das Missões
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Dois Irmãos
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Caçapava do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Santa Cruz do Sul
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,SP,São Paulo
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Bento Gonçalves
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,SP,Osasco
CAMPUS  - SANTA MARIA - CAMOBI,MEDICINA VETERINÁRIA,5,RS,Jaguari
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,0,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,0,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,0,SC,Chapecó
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,0,RS,Bagé
CAMPUS  - SANTA MARIA - CAMOBI,METEOROLOGIA,0,MT,Cuiabá
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Três de Maio
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,SP,Poá
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,MA,São Luís
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,SC,Joinville
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Caxias do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ODONTOLOGIA,6,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santo Cristo
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Cruz Alta
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Dona Francisca
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Uruguaiana
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Bagé
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Paraíso do Sul
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Paraíso do Sul
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Lajeado
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Rio Pardo
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Passa Sete
CAMPUS  - SANTA MARIA - CAMOBI,PEDAGOGIA,2001,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Três Passos
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,São Sepé
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Doutor Maurício Cardoso
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Faxinal do Soturno
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PROCESSOS QUÍMICOS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Jaguari
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,São Luiz Gonzaga
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Pelotas
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Tapera
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,PSICOLOGIA,18,RS,Charqueadas
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,SP,Itupeva
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,RO,Ji-Paraná
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,SP,Osasco
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,SP,Tarabai
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,RS,Parobé
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,SC,Videira
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,RS,Barra do Quaraí
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1501,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Marau
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Faxinal do Soturno
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Santo Augusto
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Santo Ângelo
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Cachoeira do Sul
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,São Paulo das Missões
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Sinimbu
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA,1502,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA INDUSTRIAL,0,RS,Palmeira das Missões
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA INDUSTRIAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,QUÍMICA INDUSTRIAL,0,RS,Panambi
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,São Borja
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Sant'Ana do Livramento
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Nova Palma
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RJ,Rio de Janeiro
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Itaqui
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Carlos Barbosa
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,SC,Balneário Camboriú
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,REDES DE COMPUTADORES,79,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Taquari
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,ES,Vitória
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Campo Novo
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Restinga Seca
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Frederico Westphalen
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,SP,Amparo
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,MG,Patos de Minas
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Taquara
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RO,Porto Velho
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Caçapava do Sul
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,RELAÇÕES INTERNACIONAIS,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,39,RS,Alegrete
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,39,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,39,MG,Betim
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,39,SP,Santos
CAMPUS  - SANTA MARIA - CAMOBI,TEATRO,39,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Serafina Corrêa
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Ijuí
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Venâncio Aires
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Independência
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Horizontina
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,TERAPIA OCUPACIONAL,0,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,São Pedro do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Tupanciretã
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,São Pedro do Sul
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Torres
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Porto Alegre
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Santa Maria
CAMPUS  - SANTA MARIA - CAMOBI,ZOOTECNIA,51,RS,Gravataí
