_id,Ano,Municipio,codigo_curso,nome_curso,centro,CPC_Continuo,nc,nidd,nm,nd,nr,no,nf,na,cpc_f2013,t_ies_br,t_ies_sul,t_ies_rs,t_ifes_br,t_ifes_sul,t_ifes_rs,posicaobrasilcpc,posicaorscpc,posicaopublicabrasilcpc,posicaopublicarscpc,posicaosulcpc,posicaoifescpc,posicaobrasilinfra,posicaorsinfra,posicaopublicabrasilinfra,posicaopublicarsinfra,posicaosulinfra,posicaoifesinfra,posicaobrasilpedag,posicaorspedag,posicaopublicabrasilpedag,posicaopublicarspedag,posicaosulpedag,posicaoifespedag,posicaobrasilregime,posicaorsregime,posicaopublicabrasilregime,posicaopublicarsregime,posicaosulregime,posicaoifesregime,posicaobrasildoutor,posicaorsdoutor,posicaopublicabrasildoutor,posicaopublicarsdoutor,posicaosuldoutor,posicaoifesdoutor,posicaobrasilidd,posicaorsidd,posicaopublicabrasilidd,posicaopublicarsidd,posicaosulidd,posicaoifesidd,posicaobrasilenade,posicaorsenade,posicaopublicabrasilenade,posicaopublicarsenade,posicaosulenade,posicaoifesenade,posicaobrasilmestre,posicaorsmestre,posicaopublicabrasilmestre,posicaopublicarsmestre,posicaosulmestre,posicaoifesmestre,posicaobrasilampliacao,posicaorsampliacao,posicaopublicabrasilampliacao,posicaopublicarsampliacao,posicaosulampliacao,posicaoifesampliacao,distanciabrasilcpc,distanciarscpc,distanciapublicacpc,distanciapublicarscpc,distanciasulcpc,distanciaifescpc,distanciabrasilenade,distanciarsenade,distanciapublicaenade,distanciapublicarsenade,distanciasulenade,distanciaifesenade,media_ies_br,media_ies_sul,media_ies_rs,media_ifes_br,media_ifes_sul,media_ifes_rs,max_ies_br,max_ies_sul,max_ies_rs,max_ifes_br,max_ifes_sul,max_ifes_rs,CPC_Faixa,Concluintes_Inscritos,Concluintes_Participantes,Concluintes_Participantes_nota_Enem,Num_Docentes,Num_Matrículas,id_centro,Enade_Faixa,Obs
,2009,SANTA MARIA,806,RELAÇÕES PÚBLICAS,CCSH,3.57,4.56,2.5719,3.9286,4.2105,5,1,2,1.4,3.323385,58,19,12,13,4,2,4,3,3,2,3,2,44,11,4,1,16,2,53,11,12,1,17,3,1,1,1,1,1,1,6,2,6,2,2,2,14,5,3,1,5,1,2,1,2,1,1,1,22,10,10,2,12,3,49,11,8,1,16,2,,,,,,,,,,,,,2.5,2.8,3.18,2.74,2.93,3.68,4.57,3.79,3.79,4.57,3.79,3.79,4,,30,,21,,5,5,
,2009,SANTA MARIA,13,CIÊNCIAS ECONÔMICAS,CCSH,2.71,2.93,2.4591,3.7841,2.2059,5,1.6447,2.225,1.87682,2.7179005,156,40,17,70,18,4,50,5,29,3,12,9,107,14,32,3,31,12,125,15,49,4,34,15,1,1,1,1,1,1,43,6,29,3,11,8,66,5,37,3,15,11,45,6,25,3,12,8,64,10,29,1,19,9,119,15,43,4,34,15,,,,,,,,,,,,,2.41,2.42,2.52,2.54,2.63,2.95,4.43,3.75,3.75,4.34,3.75,3.75,3,,60,,60,,5,3,
,2009,SANTA MARIA,18,PSICOLOGIA,CCSH,3.59,4.43,3.1174,3.7578,3.7267,5,0.8297,1.5919,1.13458,3.363117,266,66,26,47,9,2,16,3,12,2,6,4,245,26,30,2,65,8,252,26,35,2,65,8,1,1,1,1,1,1,19,2,18,2,4,4,76,13,17,1,29,4,7,1,6,1,1,1,130,19,35,2,39,7,251,26,34,2,65,8,,,,,,,,,,,,,2.49,2.65,2.83,2.83,3.08,3.68,4.13,3.78,3.78,4.13,3.78,3.78,4,,26,,23,,5,5,
,2009,SANTA MARIA,22,CIÊNCIAS CONTÁBEIS,CCSH,3.39,4.66,3.6668,3.6905,1.1111,5,2.621,1.7097,2.25648,3.3723045,666,155,51,103,29,3,27,3,18,2,9,7,600,51,65,3,147,23,341,44,26,2,108,12,1,1,1,1,1,1,202,25,45,2,55,14,61,7,16,3,23,11,7,1,4,1,2,2,87,16,22,1,31,6,520,51,46,3,139,19,,,,,,,,,,,,,2.18,2.42,2.59,2.58,2.83,3.58,4.57,4.13,4.12,4.57,4.13,4.12,4,,59,,42,,5,5,
,2009,SANTA MARIA,26,DESIGN,CAL,3.18,3.92,2.5334,4.2683,2.955,5,1.3889,2.9566,2.01598,3.1114595,112,36,13,23,8,2,12,3,9,2,6,4,68,11,4,1,28,4,101,13,17,2,34,7,1,1,1,1,1,1,13,3,10,2,4,3,39,8,11,2,19,5,11,3,8,2,8,6,9,3,5,1,5,2,91,13,11,2,32,5,,,,,,,,,,,,,2.2,2.53,2.74,2.94,3.16,3.38,4.11,3.74,3.59,4.11,3.74,3.59,4,,25,,41,,1,4,
,2009,SANTA MARIA,39,TEATRO,CAL,3.27,5,4.6179,2.7041,0,5,2.1345,2.0833,2.11402,3.5111755,32,6,2,21,6,2,7,1,7,1,3,3,16,1,5,1,4,4,18,2,10,2,4,4,1,1,1,1,1,1,30,2,20,2,6,6,3,1,2,1,1,1,1,1,1,1,1,1,22,2,17,2,6,6,16,1,8,1,4,4,,,,,,,,,,,,,2.56,3,3.1,2.71,3,3.1,4.17,4.13,3.27,4.17,4.13,3.27,4,,11,,28,,1,5,
,2009,SANTA MARIA,4301,MÚSICA (LICENCIATURA),CAL,3.75,3.72,4.6422,3.6047,3.4109,5,1.2551,3.1818,2.02578,3.8296245,57,14,5,39,10,3,5,2,5,2,2,2,11,2,5,2,2,2,42,5,27,3,10,7,1,1,1,1,1,1,9,2,8,2,4,4,3,2,3,2,2,2,5,2,4,2,2,2,29,5,21,3,12,9,27,4,16,2,6,4,,,,,,,,,,,,,2.37,2.26,2.68,2.55,2.56,3.29,4.15,4.15,4.15,4.15,4.15,4.15,4,,11,,43,,1,4,
,2009,SANTA MARIA,65,ARQUIVOLOGIA,CCSH,4.05,4.44,,2.9825,2.4089,5,5,5,5,,8,3,2,8,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,6,2,3,3,,,,,,,2,2,2,2,2,2,5,2,5,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,,3.32,3.79,4,3.32,3.79,4,4.05,4.05,4.05,4.05,4.05,4.05,5,,5,,19,,5,5,
,2010,SANTA MARIA,5,MEDICINA VETERINÁRIA,CCR,3.7855,3.7641,4.1736,4.4211,3.9474,5,0.7061,3.2807,1.73594,3.7726635,127,27,8,43,12,3,11,2,11,2,5,5,85,6,10,2,18,4,118,7,34,2,24,9,1,1,1,1,1,1,19,1,18,1,5,5,13,2,10,2,6,5,13,2,12,2,5,5,42,2,21,2,6,5,101,7,18,2,20,5,,,,,,,,,,,,,2.74,2.81,2.87,3.39,3.39,3.79,4.49,4.17,4.17,4.49,4.17,4.17,4,47,46,,95,,3,4,
,2010,SANTA MARIA,6,ODONTOLOGIA,CCS,3.484,4.0216,3.9167,3.7927,2.8916,5,0.9061,0.8675,0.89066,3.4019565,167,31,10,51,11,3,22,4,16,3,7,6,156,10,41,3,29,9,157,10,42,3,30,10,1,1,1,1,1,1,40,4,29,3,9,7,13,1,8,1,4,4,9,2,5,2,3,3,85,6,34,3,20,9,160,10,44,3,30,10,,,,,,,,,,,,,2.65,2.87,3.1,3.13,3.37,3.61,4.19,3.88,3.82,4.01,3.88,3.82,4,56,55,,83,,4,5,
,2010,SANTA MARIA,12,MEDICINA,CCS,3.0332,4.1081,3.8761,3.2918,2.0184,5,0.8147,2.2288,1.38034,3.309951,141,26,10,67,14,5,34,4,28,3,10,7,112,10,38,5,24,12,123,10,49,5,24,12,1,1,1,1,1,1,51,5,37,4,9,8,11,1,9,1,3,2,22,3,18,2,7,5,56,7,35,4,13,8,120,10,46,5,24,12,,,,,,,,,,,,,2.51,2.68,2.96,2.8,2.77,3.14,3.64,3.64,3.55,3.64,3.64,3.55,4,52,52,,114,,4,5,
,2010,FREDERICO WESTPHALEN,17,AGRONOMIA,FW Campus,4.3707,4.8005,4.8022,4.8299,4.1667,5,2.6984,3.4921,3.01588,4.4554995,143,37,12,83,20,5,2,1,2,1,1,1,64,8,15,2,22,6,62,7,16,2,21,6,1,1,1,1,1,1,22,3,22,3,10,10,3,1,3,1,1,1,2,1,2,1,1,1,25,1,23,1,6,6,62,8,14,3,21,6,,,,,,,,,,,,,2.79,3.06,3.2,3.07,3.47,3.92,4.55,4.37,4.37,4.55,4.37,4.37,5,19,19,,42,,8,5,
,2010,SANTA MARIA,17,AGRONOMIA,CCR,3.4634,3.834,2.8696,4.5055,3.8077,5,1.0256,2.875,1.76536,3.3200315,143,37,12,83,20,5,35,6,33,5,14,13,89,10,32,4,31,15,134,12,76,5,36,19,1,1,1,1,1,1,32,5,31,5,13,13,64,10,42,5,23,14,24,5,24,5,11,11,55,7,43,5,18,14,117,11,58,4,35,18,,,,,,,,,,,,,2.79,3.06,3.2,3.07,3.47,3.92,4.55,4.37,4.37,4.55,4.37,4.37,4,123,115,,130,,3,4,
,2010,SANTA MARIA,19,FARMÁCIA,CCS,3.6059,4.1942,3.7995,4.2733,3.7791,5,0.3627,0.899,0.57722,3.5176105,255,57,19,49,15,3,18,3,16,3,8,8,238,19,33,3,57,15,248,19,42,3,54,12,1,1,1,1,1,1,19,3,16,3,6,6,21,5,8,2,12,6,14,1,13,1,5,5,81,12,24,3,30,10,249,19,43,3,57,15,,,,,,,,,,,,,2.56,2.78,3,3.08,3.25,3.76,4.1,4.03,4.01,4.1,4.03,4.01,4,54,54,,86,,4,5,
,2010,PALMEIRA DAS MISSÕES,23,ENFERMAGEM,PM Campus,3.6562,3.7939,4.0675,4.8529,2.788,5,2.5908,3.2974,2.87344,3.7705885,496,90,33,104,21,6,21,1,15,1,3,3,364,25,25,1,73,9,352,27,40,3,68,9,1,1,1,1,1,1,71,9,45,6,17,12,38,2,16,1,4,1,40,2,33,2,4,4,18,3,10,1,7,3,354,26,28,2,72,10,,,,,,,,,,,,,2.47,2.47,2.59,2.93,3.09,3.48,4.67,3.85,3.66,4.67,3.85,3.66,4,26,26,,34,,9,4,
,2010,SANTA MARIA,23,ENFERMAGEM,CCS,3.6534,3.6557,3.4262,3.6607,4.1109,5,2.2385,2.9855,2.5373,3.5770925,496,90,33,104,21,6,23,2,16,2,4,4,392,29,35,4,79,14,398,30,54,4,78,14,1,1,1,1,1,1,28,3,21,2,7,5,105,4,42,3,15,8,49,3,41,3,5,5,168,21,54,6,46,15,396,30,40,4,79,13,,,,,,,,,,,,,2.47,2.47,2.59,2.93,3.09,3.48,4.67,3.85,3.66,4.67,3.85,3.66,4,19,19,,56,,4,4,
,2010,SANTA MARIA,27,FONOAUDIOLOGIA,CCS,3.5922,3.8338,,4.3125,3.5,5,2.381,2.4691,2.41624,,49,10,6,13,3,2,5,2,4,2,3,2,43,6,8,2,10,3,40,6,7,2,10,3,1,1,1,1,1,1,9,2,7,2,2,2,,,,,,,7,2,7,2,3,3,14,4,7,2,7,3,41,6,6,2,10,3,,,,,,,,,,,,,2.57,3.09,2.96,3.34,3.66,3.82,4.04,4.04,4.04,4.04,4.04,4.04,4,10,10,,30,,4,4,
,2010,PALMEIRA DAS MISSÕES,28,NUTRIÇÃO,PM Campus,,,,5,3.9706,5,1.7222,1.2302,1.5254,,222,49,18,43,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,2.44,2.7,3.04,2.81,3.64,4.45,4.29,4.29,4.45,4.29,4.29,SC,0,0,,12,,9,,Curso sem Conceito
,2010,SANTA MARIA,3501,EDUCAÇÃO FÍSICA (BACHARELADO),CEFD,3.873,3.9352,4.1655,4.5614,4.6252,5,1.1364,2.4,1.64184,3.902126,195,54,19,33,16,3,4,1,3,1,1,1,171,17,20,2,48,12,188,19,31,3,53,16,1,1,1,1,1,1,6,1,6,1,2,2,10,2,4,1,3,2,15,2,8,1,3,2,23,3,10,1,10,6,184,18,26,3,50,14,,,,,,,,,,,,,2.44,2.58,2.8,2.9,2.93,3.43,4.41,3.87,3.87,4.41,3.87,3.87,4,31,30,,38,,7,4,
,2010,SANTA MARIA,36,FISIOTERAPIA,CCS,3.417,3.7456,3.6821,3.8571,3.9097,5,0.5725,0.0461,0.36194,3.3428835,351,59,22,41,10,1,24,3,12,1,6,3,345,22,35,1,58,9,343,22,36,1,57,9,1,1,1,1,1,1,16,2,11,1,3,2,30,5,12,1,9,2,24,1,19,1,4,4,95,13,24,1,28,6,349,22,39,1,58,9,,,,,,,,,,,,,2.39,2.52,2.66,2.93,2.76,3.42,4.43,3.69,3.67,4.43,3.63,3.42,4,38,36,,56,,4,4,
,2010,PALMEIRA DAS MISSÕES,51,ZOOTECNIA,PM Campus,3.7531,3.8802,3.8723,5,4.1667,5,1.6531,1.8462,1.73034,3.765901,66,12,3,55,11,3,8,1,8,1,3,3,48,3,37,3,11,10,47,2,36,2,8,7,1,1,1,1,1,1,12,2,12,2,5,5,4,1,4,1,1,1,9,1,9,1,3,3,1,1,1,1,1,1,47,3,36,3,9,8,,,,,,,,,,,,,2.82,3.27,3.58,2.95,3.42,3.58,4.06,4.06,3.75,4.06,4.06,3.75,4,24,24,,24,,9,4,
,2010,SANTA MARIA,51,ZOOTECNIA,CCR,3.4292,3.4795,3.1902,4.6386,3.6145,5,1.2099,3.8571,2.26878,3.417857,66,12,3,55,11,3,16,3,16,3,7,7,21,2,12,2,5,5,50,3,39,3,9,8,1,1,1,1,1,1,23,3,22,3,8,8,18,2,18,2,8,8,14,2,14,2,6,6,29,3,25,3,8,8,35,2,24,2,7,6,,,,,,,,,,,,,2.82,3.27,3.58,2.95,3.42,3.58,4.06,4.06,3.75,4.06,4.06,3.75,4,26,26,,83,,3,4,
,2010,SANTA MARIA,52,TERAPIA OCUPACIONAL,CCS,,,,4.1667,2.8333,5,2.9167,2.5938,2.78754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,0,0,,30,,4,,Curso sem Conceito
,2010,SILVEIRA MARTINS,90,TECNOLOGIA EM AGRONEGÓCIOS,UDESSM,,,,5,5,5,2.5,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC,0,0,,12,,12,,Curso sem Conceito
,2010,SILVEIRA MARTINS,92,TECNOLOGIA EM GESTÃO AMBIENTAL,UDESSM,,,,5,5,5,1,2.7143,1.68572,,125,19,6,19,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.44,3.2,2.74,2.67,3.43,3.71,3.7,3.7,3.7,3.7,3.7,SC,0,0,,8,,12,,Curso sem Conceito
,2011,SANTA MARIA,21,ARQUITETURA E URBANISMO,CT,2.7317,2.5929,2.1575,3.3846,3.951,5,2.5,1.2196,1.98784,2.793376,179,42,20,41,9,3,81,14,26,3,28,9,167,20,32,3,42,9,111,18,12,2,35,4,1,1,1,1,1,1,63,10,22,3,15,7,121,15,31,2,32,8,71,11,31,3,24,8,21,3,17,3,5,5,151,20,24,3,40,7,,,,,,,,,,,,,2.62,2.77,2.78,2.84,3.07,3.09,4.42,3.72,3.72,3.72,3.72,3.72,3,37,37,,39,,10,3,
,2011,SANTA MARIA,2501,ARTES VISUAIS (LICENCIATURA),CAL,2.921,2.7261,3.0924,2.2414,4.5567,5,1.0526,2.1531,1.4928,3.07809,67,23,8,34,12,4,35,8,23,4,16,10,55,8,23,4,23,12,60,8,28,4,21,10,1,1,1,1,1,1,14,2,6,2,6,3,27,4,18,2,9,7,39,8,25,4,17,10,22,3,17,3,8,7,61,8,28,4,22,11,,,,,,,,,,,,,2.84,3.02,3.23,3.02,3.23,3.3,4.43,4.43,4.01,4.43,4.43,4.01,3,20,20,,29,,1,3,
,2011,SANTA MARIA,1601,CIÊNCIAS BIOLÓGICAS (BACHARELADO),CCNE,,3.2888,2.1178,0,0,0,0.5882,2.1961,1.23136,1.583694,164,32,15,70,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,3.01,3.34,2.85,3.34,3.52,4.39,4.12,4.12,4.3,3.93,3.93,,34,34,,0,,2,4,Unidade com cursos não reconhecidos até 30/09/2012
,2011,SANTA MARIA,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),CCNE,3.4595,3.6559,3.1094,4.4565,4.7418,5,0.3333,2.8788,1.3515,3.4427025,363,62,27,174,17,5,57,7,33,3,14,7,277,26,92,4,59,14,359,27,170,5,62,17,1,1,1,1,1,1,78,10,38,3,22,9,110,13,54,3,24,8,31,4,22,2,5,3,19,2,17,2,3,3,345,27,157,5,62,17,,,,,,,,,,,,,2.82,3.01,3.14,2.79,3.26,3.48,4.3,4.01,4.01,4.3,3.77,3.77,4,12,9,,46,,2,4,
,2011,SANTA MARIA,5401,CIÊNCIAS SOCIAIS (BACHARELADO),CCSH,2.9021,2.9116,2.0766,3.8274,3.8688,5,1.9841,2.7311,2.2829,2.89394,45,5,4,36,4,3,25,4,19,3,5,4,19,2,10,1,3,2,27,3,18,2,4,3,1,1,1,1,1,1,28,2,21,1,3,2,31,4,24,3,5,4,27,4,20,3,5,4,19,2,16,2,2,2,26,3,17,2,4,3,,,,,,,,,,,,,2.92,3.35,3.37,2.85,3.14,3.1,4.51,4.2,4.2,4.26,3.28,3.28,3,34,29,,26,,5,3,
,2011,SANTA MARIA,4004,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),CT,3.5498,3.9451,3.6765,3.3784,4.4026,5,2.1053,1.3889,1.81874,3.637376,300,59,27,87,16,4,24,5,18,4,7,6,282,27,74,4,59,16,216,25,49,4,48,13,1,1,1,1,1,1,104,18,48,4,30,13,26,5,13,4,8,5,10,3,9,3,3,3,36,3,32,3,8,7,269,27,66,4,58,15,,,,,,,,,,,,,2.58,2.73,2.87,2.91,3.23,4.03,4.38,4.36,4.36,4.36,4.36,4.36,4,19,19,,37,,10,5,
,2011,SANTA MARIA,3501,EDUCAÇÃO FÍSICA (LICENCIATURA),CEFD,1.6551,0.4276,0,4.6563,4.7455,5,1,0.8696,0.94784,1.6637435,414,96,37,98,19,4,387,35,85,3,93,17,398,37,84,4,95,18,404,37,91,4,96,19,1,1,1,1,1,1,24,7,8,1,12,2,402,35,86,2,93,16,403,35,87,2,93,16,12,3,9,3,6,4,407,37,92,4,96,19,,,,,,,,,,,,,2.66,2.78,2.8,2.57,2.7,2.11,4.61,4,4,4.37,3.92,3.35,2,54,48,,41,,7,1,
,2011,SANTA MARIA,5710,ENGENHARIA CIVIL,CT,2.9733,2.7117,2.8523,3.038,3.7054,5,1.5895,2.7315,2.0463,3.00625,179,38,14,69,16,4,50,6,27,2,16,9,140,14,40,4,35,14,144,12,49,3,32,12,1,1,1,1,1,1,93,10,45,3,21,11,50,7,20,1,17,9,60,7,39,2,16,10,37,2,34,2,5,5,145,12,45,3,33,13,,,,,,,,,,,,,2.59,2.83,2.87,2.79,3.01,2.86,4.49,4.11,3.69,4.49,4.11,3.3,4,85,81,,79,,10,3,
,2011,SANTA MARIA,5806,ENGENHARIA ELÉTRICA,CT,3.0959,2.7628,3.009,3.5625,4.0031,5,1.5116,2.2291,1.7986,3.1181525,131,27,9,52,13,5,37,6,22,3,15,8,109,8,33,4,24,10,121,9,45,5,26,12,1,1,1,1,1,1,53,6,29,4,13,9,42,6,17,3,16,8,36,5,28,3,13,9,20,3,16,3,4,4,116,9,39,5,26,12,,,,,,,,,,,,,2.67,3.19,3.3,2.94,3.39,3.29,4.29,4.29,4.29,4.29,4.29,4.29,4,44,43,,80,,10,3,
,2011,SANTA MARIA,5902,ENGENHARIA MECÂNICA,CT,3.1603,3.2084,3.5656,2.7966,3.5281,5,1.7214,1.0989,1.4724,3.22446,114,30,16,53,10,3,32,6,19,2,14,8,108,16,48,3,28,8,92,15,32,2,26,6,1,1,1,1,1,1,72,9,41,2,18,9,20,6,7,2,9,3,28,2,21,2,8,7,35,4,29,2,7,5,105,15,45,2,27,7,,,,,,,,,,,,,2.81,3.06,3.02,2.85,3.29,3.2,4.16,3.65,3.65,4.16,3.65,3.65,4,73,70,,59,,10,4,
,2011,SANTA MARIA,6008,ENGENHARIA QUÍMICA,CT,2.8645,2.5273,2.6778,2.9789,2.9236,5,2.2727,2.803,2.48482,2.8523705,63,23,11,35,13,7,24,7,19,5,9,7,48,7,20,3,16,6,36,7,12,4,14,6,1,1,1,1,1,1,42,9,29,6,16,11,21,6,15,4,9,5,18,6,16,4,7,5,29,5,27,5,8,8,43,7,16,3,14,5,,,,,,,,,,,,,2.71,2.76,2.93,2.99,2.95,3.04,4.22,4.13,3.85,4.22,4.13,3.85,3,45,44,,67,,10,3,
,2011,FREDERICO WESTPHALEN,6405,ENGENHARIA FLORESTAL,FW Campus,3.6871,3.2801,3.2801,4.3243,4.1892,5,3.5192,3.75,3.61152,3.6734855,42,9,3,35,7,3,4,1,4,1,1,1,13,1,7,1,5,3,5,1,3,1,2,1,1,1,1,1,1,1,20,2,17,2,5,4,8,1,8,1,2,2,8,1,8,1,2,2,3,1,3,1,2,2,5,1,3,1,2,1,,,,,,,,,,,,,2.79,2.83,3.01,2.9,3.06,3.01,4.47,3.69,3.69,4.47,3.69,3.69,4,54,53,,37,,8,4,
,2011,SANTA MARIA,6405,ENGENHARIA FLORESTAL,CCR,2.0676,1.243,1.243,3.5938,4.1667,5,0,2.0982,0.83928,2.079082,42,9,3,35,7,3,35,3,31,3,8,7,27,2,20,2,8,6,42,3,35,3,9,7,1,1,1,1,1,1,22,3,19,3,6,5,39,3,33,3,9,7,39,3,33,3,9,7,15,3,15,3,5,5,40,3,33,3,9,7,,,,,,,,,,,,,2.79,2.83,3.01,2.9,3.06,3.01,4.47,3.69,3.69,4.47,3.69,3.69,3,57,56,,96,,3,2,
,2011,SANTA MARIA,3202,FILOSOFIA (LICENCIATURA),CCSH,3.375,2.8625,2.9319,3.8889,4.6296,5,1.7009,4.5766,2.85118,3.3874495,98,23,9,42,11,3,21,4,8,2,8,5,37,3,3,1,7,2,88,8,34,3,20,10,1,1,1,1,1,1,34,5,18,2,13,8,44,4,21,2,14,8,38,5,19,3,12,6,15,3,10,2,6,5,64,6,12,1,14,4,,,,,,,,,,,,,2.9,3.15,3.23,2.76,3.18,3.34,4.87,4.11,3.64,4.11,4.11,3.49,4,33,32,,18,,5,3,
,2011,SANTA MARIA,1401,FÍSICA (BACHARELADO),CCNE,3.5231,2.9187,4.1275,4.4949,5,5,0.5556,0.3846,0.4872,3.5635625,41,9,5,36,7,3,12,2,11,2,4,4,37,5,32,3,9,7,32,5,27,3,9,7,1,1,1,1,1,1,1,1,1,1,1,1,8,1,7,1,3,3,10,1,9,1,3,3,7,2,7,2,2,2,39,5,34,3,9,7,,,,,,,,,,,,,2.82,3.26,3.12,2.88,3.46,3.49,4.1,4.04,3.63,4.1,4.04,3.63,4,9,9,,27,,2,3,
