_id,Ano,Municipio,codigo_curso,nome_curso,centro,CPC_Continuo,nc,nidd,nm,nd,nr,no,nf,na,cpc_f2013,t_ies_br,t_ies_sul,t_ies_rs,t_ifes_br,t_ifes_sul,t_ifes_rs,posicaobrasilcpc,posicaorscpc,posicaopublicabrasilcpc,posicaopublicarscpc,posicaosulcpc,posicaoifescpc,posicaobrasilinfra,posicaorsinfra,posicaopublicabrasilinfra,posicaopublicarsinfra,posicaosulinfra,posicaoifesinfra,posicaobrasilpedag,posicaorspedag,posicaopublicabrasilpedag,posicaopublicarspedag,posicaosulpedag,posicaoifespedag,posicaobrasilregime,posicaorsregime,posicaopublicabrasilregime,posicaopublicarsregime,posicaosulregime,posicaoifesregime,posicaobrasildoutor,posicaorsdoutor,posicaopublicabrasildoutor,posicaopublicarsdoutor,posicaosuldoutor,posicaoifesdoutor,posicaobrasilidd,posicaorsidd,posicaopublicabrasilidd,posicaopublicarsidd,posicaosulidd,posicaoifesidd,posicaobrasilenade,posicaorsenade,posicaopublicabrasilenade,posicaopublicarsenade,posicaosulenade,posicaoifesenade,posicaobrasilmestre,posicaorsmestre,posicaopublicabrasilmestre,posicaopublicarsmestre,posicaosulmestre,posicaoifesmestre,posicaobrasilampliacao,posicaorsampliacao,posicaopublicabrasilampliacao,posicaopublicarsampliacao,posicaosulampliacao,posicaoifesampliacao,distanciabrasilcpc,distanciarscpc,distanciapublicacpc,distanciapublicarscpc,distanciasulcpc,distanciaifescpc,distanciabrasilenade,distanciarsenade,distanciapublicaenade,distanciapublicarsenade,distanciasulenade,distanciaifesenade,media_ies_br,media_ies_sul,media_ies_rs,media_ifes_br,media_ifes_sul,media_ifes_rs,max_ies_br,max_ies_sul,max_ies_rs,max_ifes_br,max_ifes_sul,max_ifes_rs,CPC_Faixa,Concluintes_Inscritos,Concluintes_Participantes,Concluintes_Participantes_nota_Enem,Num_Docentes,Num_Matrículas,id_centro,Enade_Faixa,Obs
,2011,SANTA MARIA,1402,FÍSICA (LICENCIATURA),CCNE,3.1885,2.7983,3.123,4.4118,4.6507,5,0.8913,1.1111,0.97922,3.203083,116,18,10,97,12,5,30,6,26,4,11,8,112,10,93,5,18,12,109,9,92,5,17,12,1,1,1,1,1,1,30,4,27,2,7,5,30,6,25,3,11,7,29,6,24,3,11,7,12,1,12,1,1,1,113,10,94,5,18,12,,,,,,,,,,,,,2.79,3.22,3.14,2.81,3.33,3.35,4.69,4.05,3.73,4.69,4.05,3.7,4,26,24,,68,,2,3,
,2011,SANTA MARIA,3001,GEOGRAFIA (BACHARELADO),CCNE,,3.7816,3.359,0,0,0,2.3,2.144,2.2376,2.26761,51,11,4,39,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,3.08,3.12,2.78,3.01,2.79,4.4,3.97,3.69,4.04,3.97,3.14,,25,25,,0,,2,4,Unidade com cursos não reconhecidos até 30/09/2012
,2011,SANTA MARIA,3002,GEOGRAFIA (LICENCIATURA),CCNE,3.2642,3.5041,2.9557,3.5,4.725,5,1.1137,2.5466,1.68686,3.334594,166,32,12,109,16,4,41,6,24,2,12,7,114,12,61,4,30,14,146,11,91,3,31,15,1,1,1,1,1,1,34,5,23,2,12,8,65,5,37,1,14,7,42,5,27,2,8,5,24,3,22,3,5,5,139,12,83,4,31,15,,,,,,,,,,,,,2.81,3.06,3.25,2.71,2.98,2.93,4.43,4.2,4.2,3.87,3.83,3.33,4,31,31,,40,,2,4,
,2011,SANTA MARIA,2402,HISTÓRIA (LICENCIATURA),CCSH,2.058,1.6979,0.3101,3.4783,4.4966,5,1.8919,3.1199,2.3831,2.1159425,265,48,21,131,19,4,234,21,106,4,46,17,173,19,50,2,43,14,233,20,103,3,44,15,1,1,1,1,1,1,90,13,51,2,25,11,247,21,115,4,46,17,235,21,109,4,44,16,37,5,27,3,11,9,209,20,78,3,44,15,,,,,,,,,,,,,2.82,3.16,3.36,2.66,2.98,2.95,4.49,4.49,4.49,3.97,3.97,3.56,3,46,37,,23,,5,2,
,2011,SANTA MARIA,902,LETRAS (LICENCIATURA),CAL,2.9272,2.4901,1.9071,3.4739,4.8077,5,2.316,4.4169,3.15636,2.9956565,424,59,25,185,24,6,135,21,60,6,37,17,153,16,17,2,34,8,325,23,112,5,47,15,1,1,1,1,1,1,49,15,19,3,22,7,318,23,146,6,52,22,240,22,113,6,48,22,37,5,26,3,9,6,245,21,55,4,42,12,,,,,,,,,,,,,2.65,3.1,3.2,2.6,3.2,3.18,4.51,4.19,4.15,4.51,4.19,3.46,3,65,64,,52,,1,3,
,2011,SANTA MARIA,701,MATEMÁTICA (BACHARELADO),CCNE,,4.2947,,0,0,0,3.3333,5,3.99998,,27,5,3,26,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,2.82,2.81,2.82,3.17,3.5,4.43,4.11,4.11,4.43,4.11,4.11,SC,4,3,,0,,2,5,Curso sem Conceito
,2011,SANTA MARIA,702,MATEMÁTICA (LICENCIATURA),CCNE,3.6674,3.9568,4.0967,3.0355,4.6154,5,1.2255,2.3169,1.66206,3.7694865,313,53,25,182,23,5,25,6,20,3,9,6,264,25,135,5,52,22,303,25,174,5,53,23,1,1,1,1,1,1,68,8,48,3,19,10,18,6,14,2,7,3,17,5,15,3,6,4,45,3,39,3,8,8,292,25,162,5,52,22,,,,,,,,,,,,,2.62,3.09,3.24,2.67,3.2,3.68,4.85,4.2,4.2,4.85,4.2,4.2,4,42,37,,65,,2,5,
,2011,SANTA MARIA,4301,MÚSICA (LICENCIATURA),CAL,1.4806,0.3014,0.3014,2.8956,3.0588,5,1.5972,2.0833,1.79164,1.485506,60,16,5,39,11,3,58,5,39,3,15,11,51,5,32,3,15,10,49,5,31,3,11,7,1,1,1,1,1,1,38,5,26,3,13,9,60,5,39,3,16,11,60,5,39,3,16,11,18,2,16,2,4,3,53,5,34,3,14,9,,,,,,,,,,,,,2.6,2.7,2.63,2.75,2.88,2.68,4.45,4.45,4.33,4.45,4.45,4.33,2,10,9,,35,,1,1,
,2011,SANTA MARIA,2001,PEDAGOGIA (LICENCIATURA),CE,3.6409,3.4284,3.5133,3.5487,4.5638,5,2.3689,3.9781,3.01258,3.6929445,863,157,49,219,31,5,44,8,16,1,12,3,496,42,27,2,115,7,665,45,131,3,129,16,1,1,1,1,1,1,157,19,69,4,46,18,100,11,28,1,21,4,82,9,34,1,19,7,63,5,43,3,12,6,589,45,58,3,125,12,,,,,,,,,,,,,2.58,2.78,3.05,2.62,2.9,3.06,4.85,4.29,4.1,4.85,3.94,3.64,4,301,281,,149,,6,4,
,2011,SANTA MARIA,1501,QUÍMICA (BACHARELADO),CCNE,3.2015,2.907,2.8517,4.0449,4.4757,5,0.1724,3.8889,1.659,3.1780675,87,24,11,47,12,3,19,3,18,2,7,6,45,9,11,1,16,4,86,11,46,3,23,11,1,1,1,1,1,1,28,4,20,2,9,7,25,3,22,1,8,6,21,3,20,2,6,5,21,3,21,3,8,8,77,11,37,3,21,9,,,,,,,,,,,,,2.62,2.88,2.87,2.93,3.07,3.16,4.36,4.34,3.46,4.36,4.34,3.33,4,15,15,,89,,2,3,
,2011,SANTA MARIA,1502,QUÍMICA (LICENCIATURA),CCNE,3.0444,2.7871,2.4097,3.8889,4.4889,5,1.7014,2.9469,2.1996,3.0707575,157,22,11,104,13,5,60,10,48,4,15,9,115,10,62,4,18,9,135,10,82,4,20,11,1,1,1,1,1,1,53,7,38,4,14,10,75,9,56,3,15,9,58,9,48,3,14,8,24,3,23,3,5,5,131,11,78,5,20,11,,,,,,,,,,,,,2.74,3.19,3.32,2.83,3.2,3.16,4.59,4.07,3.82,4.59,4.07,3.82,4,24,24,,45,,2,3,
,2012,PALMEIRA DAS MISSOES,1,ADMINISTRAÇÃO,PM Campus,3.85,4.0839,4.1991,4.8913,3.5,5,2.2807,1.7313,2.06094,3.8624535,1366,306,100,174,44,7,38,5,10,2,10,5,1279,98,114,6,296,37,1074,94,92,5,259,30,1,1,1,1,1,1,99,8,34,4,20,11,50,7,3,1,9,1,69,7,25,3,10,5,65,11,12,2,19,6,1234,99,110,7,293,37,,,,,,,,,,,,,2.53,2.63,2.8,2.7,2.95,3.54,4.95,4.31,4.31,4.36,4.31,4.31,4,62,59,,,,9,5,
,2012,SANTA MARIA,1,ADMINISTRAÇÃO,CCSH,3.81,4.4874,3.3445,4.2361,4.1806,5,2.191,3.4176,2.68164,3.7900985,1366,306,100,174,44,7,48,6,13,3,11,6,984,80,59,2,243,23,1101,95,99,6,264,33,1,1,1,1,1,1,62,3,20,2,10,6,177,25,25,3,52,11,28,3,11,2,4,3,307,43,54,6,77,14,1065,92,72,3,262,28,,,,,,,,,,,,,2.53,2.63,2.8,2.7,2.95,3.54,4.95,4.31,4.31,4.36,4.31,4.31,4,91,83,,,,5,5,
,2012,SILVEIRA MARTINS,1,ADMINISTRAÇÃO,UDESSM,,,,5,5,5,0,0,0,,1366,306,100,174,44,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,2.63,2.8,2.7,2.95,3.54,4.95,4.31,4.31,4.36,4.31,4.31,,0,0,,,,12,,Unidade com cursos não reconhecidos até 22/11/2013
,2012,SANTA MARIA,2,DIREITO,CCSH,3.82,4.7405,3.9339,4.5455,4.2273,5,1.469,0.4369,1.05616,3.8333965,853,196,70,107,23,4,17,1,4,1,5,3,826,70,81,4,195,23,796,70,71,4,190,19,1,1,1,1,1,1,22,2,14,2,5,4,44,1,9,1,8,4,11,1,9,1,4,4,122,26,14,1,38,4,834,70,88,4,196,23,,,,,,,,,,,,,2.62,2.73,2.81,2.62,3.09,3.41,4.18,4.08,3.82,4.15,4.08,3.82,4,105,102,,,,5,5,
,2012,PALMEIRA DAS MISSOES,13,CIÊNCIAS ECONÔMICAS,PM Campus,,,,5,3.3333,5,0,0,0,,153,39,15,76,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,2.86,2.85,2.67,2.87,2.85,4.86,3.95,3.61,4.55,3.95,3.61,,0,0,,,,9,,Unidade com cursos não reconhecidos até 22/11/2013
,2012,SANTA MARIA,13,CIÊNCIAS ECONÔMICAS,CCSH,2.67,2.3668,2.5119,4.1542,2.6866,5,2.0833,0.9896,1.64582,2.688953,153,39,15,76,19,4,78,11,35,3,26,13,141,15,64,4,39,19,101,13,38,3,27,10,1,1,1,1,1,1,40,3,29,3,9,8,89,11,41,3,27,13,57,7,27,3,16,9,74,8,37,3,18,9,135,15,59,4,38,18,,,,,,,,,,,,,2.73,2.86,2.85,2.67,2.87,2.85,4.86,3.95,3.61,4.55,3.95,3.61,3,31,20,,,,5,3,
,2012,SANTA MARIA,18,PSICOLOGIA,CCSH,,,,4.3651,3.4321,5,0,2.4167,0.96668,,341,83,32,60,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,3.07,3.05,2.92,3.32,3.34,4.21,4.21,4.14,4.17,3.8,3.52,SC,23,1,,,,5,,Curso sem Conceito
,2012,SANTA MARIA,22,CIÊNCIAS CONTÁBEIS,CCSH,3.56,4.3125,3.6045,4.2857,2.328,5,3.4419,1.7094,2.7489,3.5820375,771,182,60,114,36,3,46,4,12,1,15,9,711,60,85,3,180,35,301,33,22,1,96,14,1,1,1,1,1,1,152,8,29,2,32,12,74,10,11,1,30,10,12,1,4,1,5,4,109,17,24,2,31,9,560,57,46,3,156,25,,,,,,,,,,,,,2.55,2.78,2.82,2.61,3.1,3.16,4.26,4.24,3.76,4.24,4.24,3.56,4,65,63,,,,5,5,
,2012,SANTA MARIA,26,DESIGN,CAL,3.69,3.862,4.1352,4.1852,2.8148,5,1.5459,3.2883,2.24286,3.667259,117,44,15,33,12,3,7,4,4,2,6,3,82,11,11,1,37,8,105,15,25,3,44,12,1,1,1,1,1,1,19,3,11,3,5,4,8,4,5,2,5,3,8,3,7,2,4,3,22,7,12,3,9,4,97,15,20,3,42,10,,,,,,,,,,,,,2.67,2.86,3.16,2.95,3.16,3.97,4.56,4.56,4.56,4.56,4.56,4.56,4,56,45,,,,1,4,
,2012,SANTA MARIA,81,RELAÇÕES INTERNACIONAIS,CCSH,,,,4.1503,3.3333,5,0,0,0,,64,13,7,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.95,3.2,3.14,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39,,0,0,,,,5,,Unidade com cursos não reconhecidos até 22/11/2013
,2012,SILVEIRA MARTINS,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,UDESSM,,1.9994,,5,5,5,3.5938,4.3371,3.89112,,122,37,12,14,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,2.6,2.76,2.91,3.1,3.55,4.47,3.76,3.76,3.87,3.55,3.55,SC,12,12,,,,12,3,Curso sem Conceito
,2012,FREDERICO WESTPHALEN,803,JORNALISMO,FW Campus,3.82,4.0968,4.4495,4.2188,2.0942,5,3.3333,2.526,3.01038,3.833782,216,47,18,50,11,4,10,3,6,2,5,3,171,15,19,2,40,7,71,9,11,2,19,5,1,1,1,1,1,1,71,9,35,4,17,9,5,1,3,1,3,2,10,2,8,2,4,3,56,12,25,4,20,8,113,13,12,2,25,5,,,,,,,,,,,,,2.88,3,3.18,2.95,3.13,3.3,4.47,4.26,4.19,4.47,4.26,4.19,4,27,24,,,,8,5,
,2012,SANTA MARIA,803,JORNALISMO,CCSH,1.56,0.2911,0,4.537,3.9298,5,0.8333,1.7448,1.1979,1.54265,216,47,18,50,11,4,211,18,47,4,47,11,195,17,35,4,45,11,205,18,42,4,45,10,1,1,1,1,1,1,12,2,9,2,4,4,211,18,46,4,46,10,211,18,46,4,46,10,37,7,19,3,12,6,207,18,43,4,47,11,,,,,,,,,,,,,2.88,3,3.18,2.95,3.13,3.3,4.47,4.26,4.19,4.47,4.26,4.19,2,25,22,,,,5,1,
,2012,SANTA MARIA,804,PUBLICIDADE E PROPAGANDA,CCSH,3.1,3.0541,2.3302,4.5767,4.1667,5,2.1739,2.1981,2.18358,3.0971845,284,51,19,30,9,3,58,12,13,3,19,6,245,18,15,3,45,7,208,18,15,3,45,7,1,1,1,1,1,1,11,2,7,2,4,3,152,16,19,3,36,8,71,11,17,2,23,7,35,6,11,2,9,3,227,18,13,3,45,7,,,,,,,,,,,,,2.61,2.84,3.16,2.91,3.2,3.59,4.45,4.26,4.26,4.26,4.26,4.26,4,23,23,,,,5,4,
,2013,SANTA MARIA,5,MEDICINA VETERINÁRIA,CCR,3.3156,3.7709,2.5451,4.1797,4.0625,5,2.1888,2.5583,3.2266,3.3156,143,33,10,47,13,4,30,3,16,3,11,6,91,8,11,2,21,3,104,8,20,2,27,9,1,1,1,1,1,1,24,3,24,3,7,7,57,5,19,3,18,7,24,3,19,3,9,7,67,7,34,4,17,9,55,5,9,2,16,3,,,,,,,,,,,,,2.8,2.97,2.84,3.05,3.19,3.35,4.17,4.06,3.75,4.04,3.79,3.75,4,102,101,,,,3,4,
,2013,SANTA MARIA,6,ODONTOLOGIA,CCS,3.446,4.0561,3.3322,3.9362,3.617,5,1.3746,1.9565,2.191,3.446,173,32,10,51,11,3,18,2,8,2,4,3,150,9,28,2,29,8,157,9,35,2,28,7,1,1,1,1,1,1,34,3,26,3,7,6,18,1,8,1,4,3,9,1,5,1,1,1,94,6,36,3,19,8,138,9,37,2,29,8,,,,,,,,,,,,,2.76,2.9,2.98,3.01,3.18,3.42,4.68,3.79,3.79,3.98,3.79,3.79,4,66,63,,,,4,5,
,2013,SANTA MARIA,12,MEDICINA,CCS,2.4081,3.1691,1.7672,3.4411,2.3175,5,1.039,1.5054,0.8727,2.4081,154,28,11,59,12,5,86,8,33,3,19,7,144,11,49,5,28,12,146,10,52,4,26,11,1,1,1,1,1,1,56,5,38,4,9,8,84,6,30,2,18,6,50,6,33,3,13,7,69,6,37,5,12,9,147,11,57,5,28,12,,,,,,,,,,,,,2.51,2.6,2.63,2.61,2.57,2.37,3.81,3.58,3.32,3.72,3.54,3.1,3,51,50,,,,4,4,
,2013,FREDERICO WESTPHALEN,17,AGRONOMIA,FW Campus,3.5367,3.2221,3.6297,4.2073,4.0244,5,2.1309,2.0709,2.5735,3.5367,162,42,16,92,19,5,29,4,26,4,13,13,129,15,60,4,40,17,113,13,48,3,31,10,1,1,1,1,1,1,31,4,30,4,8,8,27,6,18,3,17,12,35,5,32,4,15,14,91,11,61,5,26,14,100,12,48,4,32,14,,,,,,,,,,,,,2.92,3.19,3.17,3.09,3.5,3.56,4.03,3.99,3.86,4.03,3.99,3.86,4,51,51,,,,8,4,
,2013,SANTA MARIA,17,AGRONOMIA,CCR,3.673,3.688,3.7334,4.7077,3.9928,5,1.2043,2.7095,3.0365,3.673,162,42,16,92,19,5,19,3,17,3,11,11,97,13,30,2,30,7,152,15,82,4,41,18,1,1,1,1,1,1,34,5,32,5,10,10,18,3,15,2,12,10,10,1,10,1,6,6,44,5,31,4,11,8,71,10,35,3,26,12,,,,,,,,,,,,,2.92,3.19,3.17,3.09,3.5,3.56,4.03,3.99,3.86,4.03,3.99,3.86,4,161,151,,,,3,4,
,2013,SANTA MARIA,19,FARMÁCIA,CCS,3.2035,3.0969,2.6108,4.5863,4.2021,5,1.721,2.1585,3.3601,3.2035,263,56,20,52,12,3,66,9,24,2,18,7,216,19,16,2,48,4,230,19,27,2,50,6,1,1,1,1,1,1,16,3,15,3,4,4,116,15,27,2,35,9,64,5,35,2,13,7,78,14,24,3,28,8,125,12,10,1,29,1,,,,,,,,,,,,,2.74,2.9,3.09,3.04,3.1,3.25,4.1,3.98,3.95,4.1,3.98,3.5,4,118,103,,,,4,4,
,2013,PALMEIRA DAS MISSOES,23,ENFERMAGEM,PM Campus,3.7221,3.5095,3.8827,4.5862,3.2454,5,2.7799,3.1407,3.5969,3.7221,463,79,27,97,19,7,28,2,11,2,7,4,303,17,15,1,53,3,337,17,35,2,57,8,1,1,1,1,1,1,56,8,36,7,15,12,24,1,11,1,5,5,55,2,41,2,6,6,72,10,30,5,22,10,187,11,16,1,34,4,,,,,,,,,,,,,2.71,2.94,3.01,3,3.25,3.28,4.68,4.68,3.91,4.68,4.68,3.91,4,39,39,,,,9,4,
,2013,SANTA MARIA,23,ENFERMAGEM,CCS,3.1231,3.1592,2.7386,3.9655,3.854,5,1.8108,1.6385,2.5806,3.1231,463,79,27,97,19,7,108,7,40,3,24,10,419,25,57,5,73,13,417,24,60,4,72,12,1,1,1,1,1,1,28,3,24,3,8,8,193,16,62,4,48,13,92,6,61,4,16,11,166,21,46,7,43,14,340,22,61,6,66,16,,,,,,,,,,,,,2.71,2.94,3.01,3,3.25,3.28,4.68,4.68,3.91,4.68,4.68,3.91,4,51,45,,,,4,4,
,2013,SANTA MARIA,27,FONOAUDIOLOGIA,CCS,1.5884,1.3381,0,4.5,3.6029,5,0,0.4969,1.7186,1.5884,54,13,7,18,5,3,48,7,17,3,13,5,53,7,17,3,13,5,54,7,18,3,13,5,1,1,1,1,1,1,13,2,10,2,2,2,53,7,17,3,13,5,44,6,17,3,12,5,18,2,10,2,4,3,39,6,12,3,10,4,,,,,,,,,,,,,2.75,3.02,2.88,3,3.27,3.18,4.17,4.13,4.13,4.17,4.13,4.13,2,22,21,,,,4,2,
,2013,PALMEIRA DAS MISSOES,28,NUTRIÇÃO,PM Campus,3.4005,2.6244,3.8202,5,4.2105,5,0.3684,2.1341,0.9079,3.4005,246,51,21,53,10,5,38,3,21,3,4,4,211,18,28,3,44,6,243,21,50,5,51,10,1,1,1,1,1,1,11,2,10,2,3,3,20,1,7,1,1,1,74,5,39,4,10,7,1,1,1,1,1,1,236,21,52,5,50,10,,,,,,,,,,,,,2.7,2.67,2.74,3.13,3.15,3.36,4.42,3.85,3.85,4.31,3.85,3.85,4,3,3,,,,9,3,
,2013,SANTA MARIA,36,FISIOTERAPIA,CCS,3.6242,4.4843,3.7774,4.2356,3.3938,5,0.9368,1.5125,2.3063,3.6242,316,61,27,38,9,4,41,4,15,3,11,5,301,26,30,3,59,8,306,25,34,3,58,8,1,1,1,1,1,1,32,5,18,4,6,5,39,7,6,3,16,4,6,3,6,3,3,3,95,20,20,4,33,8,265,24,32,4,52,9,,,,,,,,,,,,,2.87,3.03,3.18,3.29,3.47,3.83,4.27,4.27,4.27,4.27,4.27,4.27,4,21,21,,,,4,5,
,2013,SANTA MARIA,38,SERVIÇO SOCIAL,CCSH,,,,3.75,3.3485,5,0,0,0,,209,35,12,45,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,2.75,2.93,2.78,2.78,2.68,4.26,4.26,4.26,3.9,3.82,2.68,,0,0,,,,5,,Unidade com cursos não reconhecidos até 31/10/2014
,2013,PALMEIRA DAS MISSOES,51,ZOOTECNIA,PM Campus,3.2123,2.842,2.9759,5,3.9643,5,1.3549,2.0564,2.1305,3.2123,69,13,4,59,13,4,27,1,26,1,9,9,39,3,32,3,9,9,59,4,51,4,12,12,1,1,1,1,1,1,23,3,23,3,5,5,25,1,24,1,7,7,36,1,35,1,9,9,1,1,1,1,1,1,60,4,54,4,12,12,,,,,,,,,,,,,2.96,3.28,2.86,3.06,3.28,2.86,4.25,3.94,3.21,4.25,3.94,3.21,4,37,33,,,,9,3,
,2013,SANTA MARIA,51,ZOOTECNIA,CCR,2.8585,2.5273,2.0808,4.4699,3.8145,5,1.6122,2.9079,3.0389,2.8585,69,13,4,59,13,4,40,2,38,2,11,11,17,1,11,1,3,3,53,2,47,2,10,10,1,1,1,1,1,1,27,4,26,4,7,7,47,2,43,2,11,11,45,3,43,3,12,12,29,3,25,3,6,6,35,1,31,1,7,7,,,,,,,,,,,,,2.96,3.28,2.86,3.06,3.28,2.86,4.25,3.94,3.21,4.25,3.94,3.21,3,50,47,,,,3,3,
,2013,SILVEIRA MARTINS,90,TECNOLOGIA EM AGRONEGÓCIOS,UDESSM,,1.843,,5,4.4501,5,2.4202,1.7452,2.9407,,39,11,6,15,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.66,3.05,3.03,2.78,3.42,4.11,3.76,3.76,4.11,3.76,3.76,SC,15,9,,,,12,2,
,2013,SILVEIRA MARTINS,92,TECNOLOGIA EM GESTÃO AMBIENTAL,UDESSM,2.838,2.3203,2.3203,5,4.0289,5,1.2523,1.2093,2.1232,2.838,111,23,15,25,8,7,42,7,13,3,10,4,108,15,24,7,23,8,109,15,24,7,23,8,1,1,1,1,1,1,5,2,3,2,2,2,58,10,15,4,15,5,63,11,21,5,17,6,1,1,1,1,1,1,81,11,19,5,16,6,,,,,,,,,,,,,2.63,2.74,2.83,2.81,2.85,2.76,3.97,3.82,3.82,3.75,3.75,3.75,3,15,15,,,,12,3,
